,Adj Close
2025-03-01 01:57:18.316781,100.38290208156533
2025-03-02 01:57:18.316781,102.01615513436377
2025-03-03 01:57:18.316781,103.821895342564
2025-03-04 01:57:18.316781,102.4152335930812
2025-03-05 01:57:18.316781,100.57485974394598
2025-03-06 01:57:18.316781,102.42548318490248
2025-03-07 01:57:18.316781,102.02314993822287
2025-03-08 01:57:18.316781,102.85643893718988
2025-03-09 01:57:18.316781,101.33001955318419
2025-03-10 01:57:18.316781,103.14568992952972
2025-03-11 01:57:18.316781,102.61839997303461
2025-03-12 01:57:18.316781,100.77383464870468
2025-03-13 01:57:18.316781,99.82393657890897
2025-03-14 01:57:18.316781,101.41231259324532
2025-03-15 01:57:18.316781,101.8523889973037
2025-03-16 01:57:18.316781,100.65001708424006
2025-03-17 01:57:18.316781,104.11163152917575
2025-03-18 01:57:18.316781,107.84850033048818
2025-03-19 01:57:18.316781,110.48414128578645
2025-03-20 01:57:18.316781,113.04200861724571
2025-03-21 01:57:18.316781,108.95537671918612
2025-03-22 01:57:18.316781,107.63115290232601
2025-03-23 01:57:18.316781,106.0586032727444
2025-03-24 01:57:18.316781,111.91871663771977
2025-03-25 01:57:18.316781,112.35194142230081
2025-03-26 01:57:18.316781,112.81661175378113
2025-03-27 01:57:18.316781,115.89571474284017
2025-03-28 01:57:18.316781,116.97347054216709
2025-03-29 01:57:18.316781,117.49342152174647
2025-03-30 01:57:18.316781,114.01054968436961
2025-03-31 01:57:18.316781,113.30025031513541
2025-04-01 01:57:18.316781,111.19817267081915
2025-04-02 01:57:18.316781,110.74023565057817
2025-04-03 01:57:18.316781,108.28241190955596
2025-04-04 01:57:18.316781,107.4240227304846
2025-04-05 01:57:18.316781,110.37622657521824
2025-04-06 01:57:18.316781,108.40108466610683
2025-04-07 01:57:18.316781,108.68390248336914
2025-04-08 01:57:18.316781,106.3773373435646
2025-04-09 01:57:18.316781,104.59386958051245
2025-04-10 01:57:18.316781,102.81454890635973
2025-04-11 01:57:18.316781,103.690543218855
2025-04-12 01:57:18.316781,103.85593535269552
2025-04-13 01:57:18.316781,102.15726831426927
2025-04-14 01:57:18.316781,104.24450674329357
2025-04-15 01:57:18.316781,104.91577348631485
2025-04-16 01:57:18.316781,108.6199204299106
2025-04-17 01:57:18.316781,107.85680371544306
2025-04-18 01:57:18.316781,107.32115005481818
2025-04-19 01:57:18.316781,104.95593484677023
2025-04-20 01:57:18.316781,104.16282360458963
2025-04-21 01:57:18.316781,102.35675239907636
2025-04-22 01:57:18.316781,101.47848380396056
2025-04-23 01:57:18.316781,101.97407929344706
2025-04-24 01:57:18.316781,103.3786264581275
2025-04-25 01:57:18.316781,101.07642641237436
2025-04-26 01:57:18.316781,100.78294370757189
2025-04-27 01:57:18.316781,98.81210882426454
2025-04-28 01:57:18.316781,99.21336408642641
2025-04-29 01:57:18.316781,96.81585843943546
2025-04-30 01:57:18.316781,97.57098138508204
2025-05-01 01:57:18.316781,100.55910541394117
2025-05-02 01:57:18.316781,100.04464146758296
2025-05-03 01:57:18.316781,100.9298101417194
2025-05-04 01:57:18.316781,99.87899930428024
2025-05-05 01:57:18.316781,100.41714898189188
2025-05-06 01:57:18.316781,99.72175809972697
2025-05-07 01:57:18.316781,101.50704526598734
2025-05-08 01:57:18.316781,98.74663274090823
2025-05-09 01:57:18.316781,101.62921946721673
2025-05-10 01:57:18.316781,100.78781043754202
2025-05-11 01:57:18.316781,103.2899009866139
2025-05-12 01:57:18.316781,100.34137090439539
2025-05-13 01:57:18.316781,100.07476158388965
2025-05-14 01:57:18.316781,98.79190133629551
2025-05-15 01:57:18.316781,96.83249498741303
2025-05-16 01:57:18.316781,99.40522243635412
2025-05-17 01:57:18.316781,99.76646039429401
2025-05-18 01:57:18.316781,98.1698784753983
2025-05-19 01:57:18.316781,102.01033112443292
2025-05-20 01:57:18.316781,105.78361853972606
2025-05-21 01:57:18.316781,106.02833639161204
2025-05-22 01:57:18.316781,106.20203363830389
2025-05-23 01:57:18.316781,105.94130576576613
2025-05-24 01:57:18.316781,104.20415744854093
2025-05-25 01:57:18.316781,103.00240960771838
2025-05-26 01:57:18.316781,104.8514035342342
2025-05-27 01:57:18.316781,100.3474694100086
2025-05-28 01:57:18.316781,101.06045227441072
2025-05-29 01:57:18.316781,98.53055237635621
2025-05-30 01:57:18.316781,100.27268870640971
2025-05-31 01:57:18.316781,97.67828346828438
2025-06-01 01:57:18.316781,98.13892140068349
2025-06-02 01:57:18.316781,97.02503657268663
2025-06-03 01:57:18.316781,97.53215898585445
2025-06-04 01:57:18.316781,99.02546559353557
